Thing Type Code,Thing Serial,Thing Name,Owner Group,Alias Config,aliasMapped,deviceId,doorEvent,lastDetectTime,lastLocateTime,location,locationXYZ,logicalReader,sessionId,source,tsCoreIn,tsEdgeIn,zone,AssignedUser,CLEARED_DTM,CLEAR_DTM,CLEAR_EMPLOYEE_IDENT,CLEAR_EVENT_STATE,CLEAR_MESSAGE_ID,DEVICE_ID,Dispatch,DispatchStatus,DispatchedAssociate,EVENT_DESCRIPTION,EVENT_DTM,EventCode,EventOpen,FACID,FacilityName,Priority,SET_DTM,SET_EMPLOYEE_IDENT,SET_EMPLOYEE_SERIAL_NBR,SET_EVENT_STATE,SET_MESSAGE_ID,Cleared,user
TVMEVENTS,999_2,999_2,>LAM,,999_2,,,2020-05-05T11:54:33.855-0400,2020-05-05T11:54:33.855-0400,-118.48953326081852;34.013774427508636;0.0,2151.7;3325.1;0.0,,,FPTBRIDGETVMEVENTS,2020-05-05T13:18:33.919-0400,2020-05-05T13:18:33.806-0400,125,,2020-05-05T11:30-0400,2020-05-05T11:30-0400,0,Clear,2,TVM00707,false,UNASSIGNED,,CSC Bin Full,2020-05-05T11:30-0400,212,true,125,Wilshire/Vermont,2,2020-05-05T11:30-0400,0,,Set,999_2,,
TVMEVENTS,999_1,999_1,>LAM,,999_1,,,2020-05-05T11:54:33.855-0400,2020-05-05T11:54:33.855-0400,-118.48953326081852;34.013774427508636;0.0,2151.7;3325.1;0.0,,,SERVICES,2020-05-05T13:16:54.727-0400,2020-05-05T13:16:54.610-0400,125,,2020-05-05T11:30-0400,2020-05-05T11:30-0400,0,Clear,1,TVM00707,false,UNASSIGNED,,Billbox Removed / Inserted,2020-05-05T11:30-0400,407,true,125,Wilshire/Vermont,1,2020-05-05T11:30-0400,0,,Set,999_1,,
TVMEVENTS,999_3,999_3,>LAM,,999_3,,,2020-05-05T11:57:03.862-0400,2020-05-05T11:57:03.862-0400,-118.48953326081852;34.013774427508636;0.0,2151.7;3325.1;0.0,,,FPTBRIDGETVMEVENTS,2020-05-05T11:57:03.986-0400,2020-05-05T11:57:03.874-0400,125,,2020-05-05T11:30-0400,2020-05-05T11:30-0400,0,Clear,1,TVM00707,false,UNASSIGNED,,Billbox Removed / Inserted,2020-05-05T11:30-0400,407,true,125,Wilshire/Vermont,1,2020-05-05T11:30-0400,0,,Set,999_3,,
TVMEVENTS,777,777,>LAM,,777,,,2020-05-05T14:57:03.887-0400,2020-05-05T14:57:03.887-0400,-118.48953326081852;34.013774427508636;0.0,2151.7;3325.1;0.0,,,FPTBRIDGETVMEVENTS,2020-05-05T14:57:04.018-0400,2020-05-05T14:57:03.906-0400,125,,,,0,,,TVM00710,false,UNASSIGNED,,In Service,2020-05-05T11:30-0400,140,true,125,Wilshire/Vermont,0,2020-05-05T11:30-0400,0,,Set,777,,
TVMEVENTS,777_2,777_2,>LAM,,777_2,,,2020-05-05T15:04:33.841-0400,2020-05-05T15:04:33.841-0400,-118.48953326081852;34.013774427508636;0.0,2151.7;3325.1;0.0,,,SERVICES,2020-05-27T17:50:57.031-0400,2020-05-27T17:50:56.918-0400,125,,,,0,Clear,,TVM00708,false,UNASSIGNED,,CSC Bin Full,2020-05-05T11:30-0400,212,true,125,Wilshire/Vermont,2,2020-05-05T11:30-0400,0,,Set,777_2,true,
TVMEVENTS,777_1,777_1,>LAM,,777_1,,,2020-05-05T15:04:33.841-0400,2020-05-05T15:04:33.841-0400,-118.48953326081852;34.013774427508636;0.0,2151.7;3325.1;0.0,,,SERVICES,2020-05-27T17:50:39.833-0400,2020-05-27T17:50:39.714-0400,125,,,,0,Clear,,TVM00707,false,UNASSIGNED,,Billbox Removed / Inserted,2020-05-05T11:30-0400,407,true,125,Wilshire/Vermont,1,2020-05-05T11:30-0400,0,,Set,777_1,true,
TVMEVENTS,555,555,>LAM,,555,,,2020-05-05T15:24:34.233-0400,2020-05-05T15:24:34.233-0400,-118.48953326081852;34.013774427508636;0.0,2151.7;3325.1;0.0,,,FPTBRIDGETVMEVENTS,2020-05-05T15:35:03.912-0400,2020-05-05T15:35:03.807-0400,125,,2020-05-05T11:30-0400,2020-05-05T11:30-0400,0,Clear,3,TVM00707,false,UNASSIGNED,,In Service,2020-05-05T11:30-0400,140,true,125,Wilshire/Vermont,0,2020-05-05T11:30-0400,0,,Set,555,,
TVMEVENTS,555_2,555_2,>LAM,,555_2,,,2020-05-05T15:26:33.780-0400,2020-05-05T15:26:33.780-0400,-118.48953326081852;34.013774427508636;0.0,2151.7;3325.1;0.0,,,FPTBRIDGETVMEVENTS,2020-05-05T15:32:33.964-0400,2020-05-05T15:32:33.863-0400,125,,2020-05-05T11:30-0400,2020-05-05T11:30-0400,0,Clear,2,TVM00707,false,UNASSIGNED,,CSC Bin Full,2020-05-05T11:30-0400,212,true,125,Wilshire/Vermont,2,2020-05-05T11:30-0400,0,,Set,555_2,,
TVMEVENTS,555_1,555_1,>LAM,,555_1,,,2020-05-05T15:26:33.780-0400,2020-05-05T15:26:33.780-0400,-118.48953326081852;34.013774427508636;0.0,2151.7;3325.1;0.0,,,FPTBRIDGETVMEVENTS,2020-05-05T15:38:03.988-0400,2020-05-05T15:38:03.878-0400,125,,2020-05-05T11:30-0400,2020-05-05T11:30-0400,0,Clear,5,TVM00707,false,UNASSIGNED,,Billbox Removed / Inserted,2020-05-05T11:30-0400,407,true,125,Wilshire/Vermont,1,2020-05-05T11:30-0400,0,,Set,555_1,,
TVMEVENTS,555_3,555_3,>LAM,,555_3,,,2020-05-05T15:36:33.851-0400,2020-05-05T15:36:33.851-0400,-118.48953326081852;34.013774427508636;0.0,2151.7;3325.1;0.0,,,FPTBRIDGETVMEVENTS,2020-05-05T15:42:04.396-0400,2020-05-05T15:42:04.286-0400,125,,2020-05-05T11:30-0400,2020-05-05T11:30-0400,0,Clear,7,TVM00707,false,UNASSIGNED,,In Service,2020-05-05T11:30-0400,140,true,125,Wilshire/Vermont,0,2020-05-05T11:30-0400,0,,Set,555_3,,
TVMEVENTS,3000,3000,>LAM,,3000,,,2020-05-06T11:13:03.792-0400,2020-05-06T11:13:03.792-0400,-118.48883186316111;34.010217086732425;0.0,2364.0;2025.9;0.0,,,SERVICES,2020-05-14T15:12:29.780-0400,2020-05-14T15:12:29.665-0400,180,,,,0,Clear,,TVM00710,false,UNASSIGNED,,In Service,2020-05-06T11:30-0400,140,true,180,Willowbrook (Green),0,2020-05-06T11:30-0400,0,,Set,3000,false,
TVMEVENTS,3000_2,3000_2,>LAM,,3000_2,,,2020-05-06T11:16:33.861-0400,2020-05-06T11:16:33.861-0400,-118.48883186316111;34.010217086732425;0.0,2364.0;2025.9;0.0,,,SERVICES,2020-05-06T11:36:18.869-0400,2020-05-06T11:36:18.756-0400,180,,,,0,Clear,,TVM00708,true,ASSIGNED,John Smith,CSC Bin Full,2020-05-06T11:30-0400,212,true,180,Willowbrook (Green),2,2020-05-06T11:30-0400,0,,Set,3000_2,,
TVMEVENTS,3000_1,3000_1,>LAM,,3000_1,,,2020-05-06T11:16:33.861-0400,2020-05-06T11:16:33.861-0400,-118.48883186316111;34.010217086732425;0.0,2364.0;2025.9;0.0,,,FPTBRIDGETVMEVENTS,2020-05-06T11:19:03.973-0400,2020-05-06T11:19:03.874-0400,180,,2020-05-06T11:30-0400,2020-05-06T11:30-0400,0,Clear,95,TVM00707,true,ASSIGNED,Edward Norton,Billbox Removed / Inserted,2020-05-06T11:30-0400,407,true,180,Willowbrook (Green),1,2020-05-06T11:30-0400,0,,Set,3000_1,,
TVMEVENTS,4000,4000,>LAM,,4000,,,2020-05-06T11:56:34.239-0400,2020-05-06T11:56:34.239-0400,-118.48883186316111;34.010217086732425;0.0,2364.0;2025.9;0.0,,,SERVICES,2020-05-09T22:35:18.380-0400,2020-05-09T22:35:18.268-0400,180,,,,0,Clear,,TVM00710,false,UNASSIGNED,,In Service,2020-05-06T11:30-0400,140,true,180,Willowbrook (Green),0,2020-05-06T11:30-0400,0,,Set,4000,false,
TVMEVENTS,4000_1,4000_1,>LAM,,4000_1,,,2020-05-06T11:58:04.360-0400,2020-05-06T11:58:04.360-0400,-118.48883186316111;34.010217086732425;0.0,2364.0;2025.9;0.0,,,SERVICES,2020-05-06T12:03:53.526-0400,2020-05-06T12:03:53.414-0400,180,,,,0,Clear,,TVM00707,false,UNASSIGNED,,Billbox Removed / Inserted,2020-05-06T11:30-0400,407,true,180,Willowbrook (Green),1,2020-05-06T11:30-0400,0,,Set,4000_1,true,
TVMEVENTS,4000_2,4000_2,>LAM,,4000_2,,,2020-05-06T11:58:04.360-0400,2020-05-06T11:58:04.360-0400,-118.48883186316111;34.010217086732425;0.0,2364.0;2025.9;0.0,,,SERVICES,2020-05-06T12:04:32.856-0400,2020-05-06T12:04:32.740-0400,180,,,,0,Clear,,TVM00708,true,ASSIGNED,Chris Evans,CSC Bin Full,2020-05-06T11:30-0400,212,true,180,Willowbrook (Green),2,2020-05-06T11:30-0400,0,,Set,4000_2,true,
TVMEVENTS,5000,5000,>LAM,,5000,,,2020-05-14T12:22:33.854-0400,2020-05-14T12:22:33.854-0400,-118.48870043491941;34.01078182454536;0.0,2403.8;2232.2;0.0,,,SERVICES,2020-05-14T15:13:16.599-0400,2020-05-14T15:13:16.483-0400,105,,2020-05-14T11:30-0400,2020-05-14T11:30-0400,0,Clear,5,TVM00500,false,UNASSIGNED,,In Service,2020-05-14T11:30-0400,140,true,105,103rd St/Watts Towers,0,2020-05-14T11:30-0400,0,,Set,5000,false,
TVMEVENTS,5000_2,5000_2,>LAM,,5000_2,,,2020-05-14T12:26:03.992-0400,2020-05-14T12:26:03.992-0400,-118.48870043491941;34.01078182454536;0.0,2403.8;2232.2;0.0,,,FPTBRIDGETVMEVENTS,2020-05-14T12:47:03.997-0400,2020-05-14T12:47:03.891-0400,105,,2020-05-14T11:30-0400,2020-05-14T11:30-0400,0,Clear,5002,TVM00501,false,UNASSIGNED,,CSC Bin Full,2020-05-14T11:30-0400,212,true,105,103rd St/Watts Towers,2,2020-05-14T11:30-0400,0,,Set,5000_2,true,
TVMEVENTS,5000_1,5000_1,>LAM,,5000_1,,,2020-05-14T12:26:03.992-0400,2020-05-14T12:26:03.992-0400,-118.48870043491941;34.01078182454536;0.0,2403.8;2232.2;0.0,,,FPTBRIDGETVMEVENTS,2020-05-14T12:33:33.925-0400,2020-05-14T12:33:33.815-0400,105,,2020-05-14T11:30-0400,2020-05-14T11:30-0400,0,Clear,5001,TVM00500,true,ASSIGNED,John Smith,Billbox Removed / Inserted,2020-05-14T11:30-0400,407,true,105,103rd St/Watts Towers,1,2020-05-14T11:30-0400,0,,Set,5000_1,true,
TVMEVENTS,6000,6000,>LAM,,6000,,,2020-05-14T13:06:33.865-0400,2020-05-14T13:06:33.865-0400,-118.48870043491941;34.01078182454536;0.0,2403.8;2232.2;0.0,,,FPTBRIDGETVMEVENTS,2020-05-14T15:34:33.926-0400,2020-05-14T15:34:33.831-0400,105,,2020-05-14T11:30-0400,2020-05-14T11:30-0400,0,Clear,5,TVM00500,false,UNASSIGNED,,In Service,2020-05-14T11:30-0400,140,true,105,103rd St/Watts Towers,0,2020-05-14T11:30-0400,0,,Set,6000,false,
TVMEVENTS,6000_1,6000_1,>LAM,,6000_1,,,2020-05-14T14:54:03.797-0400,2020-05-14T14:54:03.797-0400,-118.48870043491941;34.01078182454536;0.0,2403.8;2232.2;0.0,,,FPTBRIDGETVMEVENTS,2020-05-14T14:57:03.981-0400,2020-05-14T14:57:03.877-0400,105,,2020-05-14T11:30-0400,2020-05-14T11:30-0400,0,Clear,5001,TVM00500,false,UNASSIGNED,,Billbox Removed / Inserted,2020-05-14T11:30-0400,407,true,105,103rd St/Watts Towers,1,2020-05-14T11:30-0400,0,,Set,6000_1,true,
TVMEVENTS,6000_2,6000_2,>LAM,,6000_2,,,2020-05-14T14:54:03.797-0400,2020-05-14T14:54:03.797-0400,-118.48870043491941;34.01078182454536;0.0,2403.8;2232.2;0.0,,,SERVICES,2020-05-14T15:07:04.804-0400,2020-05-14T15:07:04.687-0400,105,,,,0,Clear,,TVM00501,false,UNASSIGNED,,CSC Bin Full,2020-05-14T11:30-0400,212,true,105,103rd St/Watts Towers,2,2020-05-14T11:30-0400,0,,Set,6000_2,true,
TVMEVENTS,6100_2,6100_2,>LAM,,6100_2,,,2020-05-14T15:26:03.804-0400,2020-05-14T15:26:03.804-0400,-118.48870043491941;34.01078182454536;0.0,2403.8;2232.2;0.0,,,SERVICES,2020-05-15T12:00:15.236-0400,2020-05-15T12:00:15.124-0400,105,,,,0,Clear,,TVM00501,false,UNASSIGNED,,CSC Bin Full,2020-05-14T11:30-0400,212,true,105,103rd St/Watts Towers,2,2020-05-14T11:30-0400,0,,Set,6100_2,true,
TVMEVENTS,6100_1,6100_1,>LAM,,6100_1,,,2020-05-14T15:26:03.804-0400,2020-05-14T15:26:03.804-0400,-118.48870043491941;34.01078182454536;0.0,2403.8;2232.2;0.0,,,SERVICES,2020-05-14T15:32:52.969-0400,2020-05-14T15:32:52.855-0400,105,,,,0,Clear,,TVM00500,false,UNASSIGNED,,Billbox Removed / Inserted,2020-05-14T11:30-0400,407,true,105,103rd St/Watts Towers,1,2020-05-14T11:30-0400,0,,Set,6100_1,true,
TVMEVENTS,7000,7000,>LAM,,7000,,,2020-05-14T16:08:33.794-0400,2020-05-14T16:08:33.794-0400,-118.4908636364899;34.01023932057919;0.0,1748.9;2034.0;0.0,,,SERVICES,2020-05-14T16:21:26.870-0400,2020-05-14T16:21:26.756-0400,175,,,,0,Clear,,TVM00500,false,UNASSIGNED,,In Service,2020-05-14T12:00-0400,140,true,175,Hawthorne/Lennox,0,2020-05-14T12:00-0400,0,,Set,7000,false,
TVMEVENTS,7000_2,7000_2,>LAM,,7000_2,,,2020-05-14T16:11:03.821-0400,2020-05-14T16:11:03.821-0400,-118.4908636364899;34.01023932057919;0.0,1748.9;2034.0;0.0,,,SERVICES,2020-05-14T16:14:39.055-0400,2020-05-14T16:14:38.938-0400,175,,,,0,Clear,,TVM00501,false,UNASSIGNED,,CSC Bin Full,2020-05-14T12:00-0400,212,true,175,Hawthorne/Lennox,2,2020-05-14T12:00-0400,0,,Set,7000_2,true,
TVMEVENTS,7000_1,7000_1,>LAM,,7000_1,,,2020-05-14T16:11:03.821-0400,2020-05-14T16:11:03.821-0400,-118.4908636364899;34.01023932057919;0.0,1748.9;2034.0;0.0,,,FPTBRIDGETVMEVENTS,2020-05-14T16:13:34.121-0400,2020-05-14T16:13:34.017-0400,175,,2020-05-14T12:00-0400,2020-05-14T12:00-0400,0,Clear,,TVM00500,false,UNASSIGNED,,Billbox Removed / Inserted,2020-05-14T12:00-0400,407,true,175,Hawthorne/Lennox,1,2020-05-14T12:00-0400,0,,Set,7000_1,true,
TVMEVENTS,8000,8000,>LAM,,8000,,,2020-05-14T16:27:03.948-0400,2020-05-14T16:27:03.948-0400,-118.49147249793629;34.009163195904236;0.0,1564.5;1641.0;0.0,,,FPTBRIDGETVMEVENTS,2020-05-14T16:27:04.074-0400,2020-05-14T16:27:03.964-0400,170,,,,0,,,TVM00500,false,UNASSIGNED,,In Service,2020-05-14T12:00-0400,140,true,170,Redondo Beach,0,2020-05-14T12:00-0400,0,,Set,8000,false,
TVMEVENTS,8000_2,8000_2,>LAM,,8000_2,,,2020-05-14T16:28:03.852-0400,2020-05-14T16:28:03.852-0400,-118.49147249793629;34.009163195904236;0.0,1564.5;1641.0;0.0,,,SERVICES,2020-06-05T11:33:21.628-0400,2020-06-05T11:33:21.504-0400,170,,,,0,Clear,,TVM00501,false,UNASSIGNED,,CSC Bin Full,2020-05-27T13:40-0400,212,true,170,Redondo Beach,2,2020-05-27T13:40-0400,0,,Set,8000_2,true,
TVMEVENTS,8000_1,8000_1,>LAM,,8000_1,,,2020-05-14T16:28:03.852-0400,2020-05-14T16:28:03.852-0400,-118.49147249793629;34.009163195904236;0.0,1564.5;1641.0;0.0,,,FPTBRIDGETVMEVENTS,2020-05-14T16:29:03.995-0400,2020-05-14T16:29:03.893-0400,170,,2020-05-14T12:00-0400,2020-05-14T12:00-0400,0,Clear,,TVM00500,false,UNASSIGNED,,Billbox Removed / Inserted,2020-05-14T12:00-0400,407,true,170,Redondo Beach,1,2020-05-14T12:00-0400,0,,Set,8000_1,true,
TVMEVENTS,9000,9000,>LAM,,9000,,,2020-05-14T16:45:03.799-0400,2020-05-14T16:45:03.799-0400,-118.48898112773897;34.007826559209505;0.0,2318.8;1152.8;0.0,,,SERVICES,2020-05-14T16:59:43.374-0400,2020-05-14T16:59:43.264-0400,155,,,,0,Clear,,TVM00500,false,UNASSIGNED,,In Service,2020-05-14T12:00-0400,140,true,155,Transit Mall,0,2020-05-14T12:00-0400,0,,Set,9000,false,
TVMEVENTS,9000_2,9000_2,>LAM,,9000_2,,,2020-05-14T16:55:03.839-0400,2020-05-14T16:55:03.839-0400,-118.48898112773897;34.007826559209505;0.0,2318.8;1152.8;0.0,,,SERVICES,2020-05-14T16:57:52.231-0400,2020-05-14T16:57:52.113-0400,155,,,,0,Clear,,TVM00501,false,UNASSIGNED,,CSC Bin Full,2020-05-14T12:00-0400,212,true,155,Transit Mall,2,2020-05-14T12:00-0400,0,,Set,9000_2,true,
TVMEVENTS,9000_1,9000_1,>LAM,,9000_1,,,2020-05-14T16:55:03.839-0400,2020-05-14T16:55:03.839-0400,-118.48898112773897;34.007826559209505;0.0,2318.8;1152.8;0.0,,,FPTBRIDGETVMEVENTS,2020-05-14T16:57:03.992-0400,2020-05-14T16:57:03.881-0400,155,,2020-05-14T12:00-0400,2020-05-14T12:00-0400,0,Clear,,TVM00500,false,UNASSIGNED,,Billbox Removed / Inserted,2020-05-14T12:00-0400,407,true,155,Transit Mall,1,2020-05-14T12:00-0400,0,,Set,9000_1,true,
TVMEVENTS,10000,10000,>LAM,,10000,,,2020-05-14T17:10:33.803-0400,2020-05-14T17:10:33.803-0400,-118.4886990938149;34.00893529587202;0.0,2404.2;1557.8;0.0,,,SERVICES,2020-05-14T17:17:56.068-0400,2020-05-14T17:17:55.957-0400,150,,,,0,Clear,,TVM00500,false,UNASSIGNED,,In Service,2020-05-14T12:00-0400,140,true,150,Willow St,0,2020-05-14T12:00-0400,0,,Set,10000,false,
TVMEVENTS,10000_1,10000_1,>LAM,,10000_1,,,2020-05-14T17:12:03.828-0400,2020-05-14T17:12:03.828-0400,-118.4886990938149;34.00893529587202;0.0,2404.2;1557.8;0.0,,,FPTBRIDGETVMEVENTS,2020-05-14T17:13:03.977-0400,2020-05-14T17:13:03.873-0400,150,,2020-05-14T12:00-0400,2020-05-14T12:00-0400,0,Clear,,TVM00500,true,ASSIGNED,Chris Evans,Billbox Removed / Inserted,2020-05-14T12:00-0400,407,true,150,Willow St,1,2020-05-14T12:00-0400,0,,Set,10000_1,true,
TVMEVENTS,10000_2,10000_2,>LAM,,10000_2,,,2020-05-14T17:12:03.828-0400,2020-05-14T17:12:03.828-0400,-118.4886990938149;34.00893529587202;0.0,2404.2;1557.8;0.0,,,SERVICES,2020-05-14T17:14:03.352-0400,2020-05-14T17:14:03.234-0400,150,,,,0,Clear,,TVM00501,false,UNASSIGNED,,CSC Bin Full,2020-05-14T12:00-0400,212,true,150,Willow St,2,2020-05-14T12:00-0400,0,,Set,10000_2,true,
TVMEVENTS,11000,11000,>LAM,,11000,,,2020-05-14T17:26:03.824-0400,2020-05-14T17:26:03.824-0400,-118.48869104718784;34.008095951389905;0.0,2406.7;1251.2;0.0,,,SERVICES,2020-05-14T19:12:13.581-0400,2020-05-14T19:12:13.463-0400,153,,,,0,Clear,,TVM00500,false,UNASSIGNED,,In Service,2020-05-14T12:00-0400,140,true,153,5th Street,0,2020-05-14T12:00-0400,0,,Set,11000,false,
TVMEVENTS,12000,12000,>LAM,,12000,,,2020-05-14T17:29:33.804-0400,2020-05-14T17:29:33.804-0400,-118.4878729734383;34.01025154919121;0.0,2654.4;2038.5;0.0,,,SERVICES,2020-05-14T17:35:11.332-0400,2020-05-14T17:35:11.218-0400,181,,,,0,Clear,,TVM00500,false,UNASSIGNED,,In Service,2020-05-14T12:00-0400,140,true,181,Long Beach Bl,0,2020-05-14T12:00-0400,0,,Set,12000,false,
TVMEVENTS,12000_1,12000_1,>LAM,,12000_1,,,2020-05-14T17:31:03.971-0400,2020-05-14T17:31:03.971-0400,-118.4878729734383;34.01025154919121;0.0,2654.4;2038.5;0.0,,,FPTBRIDGETVMEVENTS,2020-05-14T17:33:03.947-0400,2020-05-14T17:33:03.837-0400,181,,2020-05-14T12:00-0400,2020-05-14T12:00-0400,0,Clear,18881,TVM00500,false,UNASSIGNED,,Billbox Removed / Inserted,2020-05-14T12:00-0400,407,true,181,Long Beach Bl,1,2020-05-14T12:00-0400,0,,Set,12000_1,true,
TVMEVENTS,12000_2,12000_2,>LAM,,12000_2,,,2020-05-14T17:31:03.971-0400,2020-05-14T17:31:03.971-0400,-118.4878729734383;34.01025154919121;0.0,2654.4;2038.5;0.0,,,SERVICES,2020-05-14T17:34:45.936-0400,2020-05-14T17:34:45.818-0400,181,,,,0,Clear,,TVM00501,false,UNASSIGNED,,CSC Bin Full,2020-05-14T12:00-0400,212,true,181,Long Beach Bl,2,2020-05-14T12:00-0400,0,,Set,12000_2,true,
TVMEVENTS,13000,13000,>LAM,,13000,,,2020-05-15T10:23:03.792-0400,2020-05-15T10:23:03.792-0400,-118.4856386933289;34.013341996252905;0.0,3330.8;3167.2;0.0,,,SERVICES,2020-05-15T10:27:51.541-0400,2020-05-15T10:27:51.422-0400,1265,,,,0,Clear,,TVM00120,false,UNASSIGNED,,In Service,2020-05-15T12:00-0400,140,true,1265,E LA Civic Center,0,2020-05-15T12:00-0400,0,,Set,13000,false,
